FIRE,MIN_NEAR_D,vegID,geomor1,aspect,slope,dem,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,tadem,pa,im,aridity
Yes,1190.307 ,5,25,83.454 ,89.985 ,245,-1.8458,13.8583,24.2703,1634.6093,25,-32.1,57.1,17.1333,-22.9167,17.1333,-22.9167,514,130,4,102.2614,327,16,327,16,-27,4972,250,995
Yes,932.175 ,7,31,271.138 ,89.988 ,263,-1.6833,13.85,24.1289,1647.682,25.2,-32.2,57.4,17.4,-18.85,17.4,-22.9833,512,130,4,102.2958,325,16,325,16,-26,4985,250,996
Yes,2024.366 ,6,31,345.861 ,89.986 ,495,-1.6958,13.725,24.0368,1637.7389,25.1,-32,57.1,17.3167,-18.7667,17.3167,-22.8333,512,129,4,102.784,327,15,327,15,-27,4978,231,1003
Yes,1456.039 ,5,31,76.400 ,89.986 ,300,-1.8583,13.95,24.3881,1633.5347,25.1,-32.1,57.2,17.1333,-22.9,17.1333,-22.9,512,130,4,101.824,325,16,325,16,-28,4932,209,1009
Yes,3230.459 ,4,21,180.939 ,89.970 ,388,-2.0292,13.9583,24.0247,1667.7386,25.1,-33,58.1,17.2167,-19.5,17.2167,-23.6667,516,131,4,102.8702,329,15,329,15,-26,4990,220,1009
Yes,2383.049 ,16,18,251.565 ,89.903 ,294,-1.5625,13.5583,23.6208,1664.7811,25.7,-31.7,57.4,17.8167,-22.9167,17.8167,-22.9167,492,124,5,98.8701,306,18,306,18,-22,4885,187,1010
Yes,2219.356 ,16,21,182.936 ,89.976 ,347,-1.5333,13.5833,23.5006,1676.1418,25.8,-32,57.8,17.9333,-23.1,17.9333,-23.1,489,123,5,98.4615,303,18,303,18,-22,4883,178,1014
Yes,2779.668 ,6,16,350.340 ,89.981 ,306,-2,13.95,24.0103,1668.3143,25.1,-33,58.1,17.2667,-23.65,17.2667,-23.65,516,130,4,102.2337,328,15,328,15,-27,4970,198,1017
Yes,5185.948 ,4,21,100.069 ,89.983 ,240,-1.5125,13.5083,23.4113,1677.2612,25.8,-31.9,57.7,17.95,-23.0833,17.95,-23.0833,490,123,4,98.9119,304,17,304,17,-21,4879,160,1022
Yes,2958.053 ,4,21,115.145 ,89.966 ,430,-1.9125,13.925,24.0086,1663.8197,25.2,-32.8,58,17.3,-23.4833,17.3,-23.4833,517,130,4,101.8636,328,16,328,16,-27,4962,184,1023
Yes,2374.368 ,7,21,62.354 ,89.961 ,376,-1.4042,13.675,24.2035,1618.7417,25.2,-31.3,56.5,17.4167,-22.2333,17.4167,-22.2333,513,128,4,101.1794,325,16,325,16,-27,4970,174,1027
Yes,6373.826 ,6,31,292.046 ,89.986 ,360,-1.8875,13.7083,23.9238,1648.1451,25,-32.3,57.3,17.2,-23.1833,17.2,-23.1833,522,131,4,101.5494,331,16,331,16,-27,4961,171,1029
Yes,3884.697 ,28,31,179.012 ,89.984 ,409,-1.625,13.4333,23.4439,1663.0182,25.6,-31.7,57.3,17.7333,-22.95,17.7333,-22.95,498,125,5,98.2899,308,18,308,18,-21,4874,140,1031
Yes,1708.999 ,17,31,33.288 ,89.984 ,333,-1.7792,13.325,24.009,1591.0681,24.6,-30.9,55.5,16.8667,-22.1,16.8667,-22.1,528,133,4,101.278,335,16,335,16,-29,4923,143,1038
Yes,169.836 ,17,21,165.964 ,89.888 ,406,-1.3958,13.7583,24.2651,1618.6996,25.2,-31.5,56.7,17.4167,-22.25,17.4167,-22.25,526,131,5,100.2786,331,18,331,18,-20,4969,151,1038
Yes,2326.083 ,5,31,145.008 ,89.924 ,306,-1.55,13.65,24.2883,1606.4883,24.9,-31.3,56.2,17.15,-22.1667,17.15,-22.1667,525,132,4,102.0981,333,15,333,15,-23,5102,250,1039
Yes,1218.131 ,17,31,193.941 ,89.987 ,377,-1.3333,13.6167,24.143,1615.5428,25.2,-31.2,56.4,17.45,-22.1167,17.45,-22.1167,517,128,4,100.6392,326,17,326,17,-22,4956,143,1040
Yes,3169.165 ,17,31,174.560 ,89.956 ,450,-1.2792,13.875,24.3421,1626.9791,25.4,-31.6,57,17.5833,-22.2833,17.5833,-22.2833,523,129,4,100.056,328,17,328,17,-20,5066,232,1040
Yes,1455.982 ,17,31,40.553 ,89.986 ,324,-1.5583,13.75,24.2077,1628.8993,25.1,-31.7,56.8,17.35,-22.55,17.35,-22.55,515,130,4,101.496,326,16,326,16,-25,4932,118,1050
Yes,7204.583 ,6,31,167.196 ,89.986 ,396,-1.2792,13.625,23.9877,1628.7941,25.5,-31.3,56.8,17.6833,-22.2167,17.6833,-22.2167,503,126,4,101.8503,320,15,320,15,-30,4892,107,1052
Yes,568.615 ,7,21,180.000 ,89.538 ,400,-1.425,13.4667,24.0048,1608.6818,25.2,-30.9,56.1,17.3667,-22.0333,17.3667,-22.0333,511,128,4,100.6353,323,16,323,16,-29,4898,107,1052
Yes,1168.246 ,17,21,162.300 ,89.963 ,351,-1.4167,13.7667,24.2371,1625.2627,25.3,-31.5,56.8,17.45,-22.3667,17.45,-22.3667,513,129,4,101.1559,324,16,324,16,-26,4917,111,1052
Yes,360.228 ,17,22,151.390 ,89.975 ,401,-1.2583,13.7833,24.0967,1643.4081,25.6,-31.6,57.2,17.7833,-22.4833,17.7833,-22.4833,510,127,4,101.3937,323,15,323,15,-20,4922,92,1061
Yes,4113.587 ,6,19,266.855 ,89.980 ,277,-1.8167,13.6,24.0283,1628.2162,24.8,-31.8,56.6,17.0833,-22.8,17.0833,-22.8,525,132,4,102.0715,334,16,334,16,-24,4901,87,1062
Yes,6987.329 ,7,31,79.592 ,89.963 ,338,-1.3708,13.675,24.2035,1618.8596,25.3,-31.2,56.5,17.4667,-22.1833,17.4667,-22.1833,507,127,4,101.0396,320,15,320,15,-25,4888,67,1070
Yes,4446.477 ,28,31,166.122 ,89.979 ,418,-1.3875,13.2917,23.9922,1591.1133,25.1,-30.3,55.4,17.25,-21.7,17.25,-21.7,514,127,5,98.9266,321,17,321,17,-30,4867,62,1071
Yes,1551.013 ,7,22,201.615 ,89.968 ,387,-1.2833,13.35,23.9247,1600.8951,25.3,-30.5,55.8,17.4333,-21.7667,17.4333,-21.7667,511,127,5,99.0438,319,17,319,17,-30,4865,56,1073
Yes,5357.668 ,7,31,70.622 ,89.988 ,375,-1.3875,13.3417,23.9527,1597.3531,25.2,-30.5,55.7,17.3167,-21.8,17.3167,-21.8,512,128,5,99.752,321,17,321,17,-30,4866,57,1073
Yes,5501.462 ,7,21,326.592 ,89.967 ,414,-1.2833,13.4167,23.9156,1607.7615,25.4,-30.7,56.1,17.5,-21.8833,17.5,-21.8833,506,126,4,100.0797,318,16,318,16,-30,4868,58,1073
Yes,7504.010 ,7,31,39.644 ,89.959 ,367,-1.3125,13.625,23.9877,1634.1736,25.5,-31.3,56.8,17.6833,-22.35,17.6833,-22.35,506,125,4,99.821,317,16,317,16,-26,4867,40,1081
Yes,672.879 ,4,31,123.518 ,89.980 ,378,-1.2708,13.6083,23.7908,1650.6176,25.7,-31.5,57.2,17.8667,-22.5667,17.8667,-22.5667,503,124,4,99.6407,315,16,315,16,-21,4845,-11,1105
Yes,113.658 ,17,21,152.928 ,89.963 ,459,-1.325,13.3833,23.6455,1628.6909,25.5,-31.1,56.6,17.65,-22.2667,17.65,-22.2667,503,125,5,99.8238,316,17,316,17,-23,4835,-28,1112
